cleaner__getlemmatisation,cleaner__getstemmer,cleaner__removedigit,svm__C,svm__gamma,svm__kernel,tfidf__lowercase,tfidf__stop_words,accuracy
True,True,False,0.01,0.1,linear,False,english,0.6048780487804878
True,True,False,0.01,0.1,linear,True,english,0.6048780487804878
True,True,False,1.0,0.01,sigmoid,False,english,0.6048780487804878
True,True,False,0.01,0.001,linear,False,english,0.6048780487804878
True,True,False,0.01,0.01,sigmoid,True,english,0.6048780487804878
True,True,True,0.001,1.0,sigmoid,True,english,0.6048780487804878
True,True,False,10.0,0.01,sigmoid,True,english,0.6048780487804878
True,True,False,10.0,0.01,sigmoid,False,english,0.6048780487804878
True,True,False,0.01,0.01,rbf,False,english,0.6048780487804878
True,True,False,0.01,0.01,rbf,True,english,0.6048780487804878
True,True,False,0.01,0.01,linear,False,english,0.6048780487804878
True,True,False,0.01,0.01,linear,True,english,0.6048780487804878
True,True,False,0.01,0.001,sigmoid,False,english,0.6048780487804878
True,True,False,0.01,0.001,sigmoid,True,english,0.6048780487804878
True,True,False,1.0,0.01,sigmoid,True,english,0.6048780487804878
False,True,True,1.0,0.1,rbf,False,english,0.6048780487804878
True,True,False,0.01,0.001,rbf,False,english,0.6048780487804878
True,True,True,0.001,1.0,sigmoid,False,english,0.6048780487804878
True,True,False,0.1,0.1,sigmoid,True,english,0.6048780487804878
True,True,False,0.001,1.0,linear,True,english,0.6048780487804878
True,True,False,0.001,0.01,sigmoid,True,english,0.6048780487804878
True,True,False,0.001,0.01,rbf,True,english,0.6048780487804878
True,True,False,0.001,0.01,linear,False,english,0.6048780487804878
True,False,True,10.0,0.001,poly,True,,0.6048780487804878
True,True,False,0.001,0.01,linear,True,english,0.6048780487804878
True,True,False,0.001,0.001,sigmoid,False,english,0.6048780487804878
True,True,False,0.001,0.001,sigmoid,True,english,0.6048780487804878
True,False,True,10.0,0.01,poly,True,,0.6048780487804878
True,True,False,0.001,0.001,rbf,False,english,0.6048780487804878
True,True,False,0.001,0.001,rbf,True,english,0.6048780487804878
True,True,False,0.001,0.001,linear,False,english,0.6048780487804878
True,True,False,0.001,0.001,linear,True,english,0.6048780487804878
True,False,True,10.0,0.1,poly,True,,0.6048780487804878
True,True,False,0.1,0.1,linear,True,english,0.6048780487804878
True,True,True,1.0,0.1,rbf,False,english,0.6048780487804878
True,True,True,1.0,0.1,rbf,True,english,0.6048780487804878
False,True,False,0.001,0.1,rbf,True,english,0.6048780487804878
False,True,False,0.001,0.1,rbf,False,english,0.6048780487804878
False,True,False,0.1,1.0,sigmoid,False,english,0.6048780487804878
False,True,False,0.1,1.0,sigmoid,True,english,0.6048780487804878
False,True,False,0.1,0.1,rbf,False,english,0.6048780487804878
False,True,False,0.1,0.1,rbf,True,english,0.6048780487804878
False,True,False,0.001,1.0,sigmoid,True,english,0.6048780487804878
False,True,False,0.001,1.0,sigmoid,False,english,0.6048780487804878
True,True,True,0.1,1.0,sigmoid,False,english,0.6048780487804878
False,True,False,0.01,1.0,sigmoid,False,english,0.6048780487804878
True,True,True,0.1,1.0,sigmoid,True,english,0.6048780487804878
False,True,False,0.01,1.0,sigmoid,True,english,0.6048780487804878
False,True,False,0.01,0.1,rbf,False,english,0.6048780487804878
False,True,False,0.01,0.1,rbf,True,english,0.6048780487804878
True,True,False,0.001,0.01,rbf,False,english,0.6048780487804878
True,True,False,0.001,0.01,sigmoid,False,english,0.6048780487804878
False,False,True,0.01,1.0,rbf,True,,0.6048780487804878
True,False,True,1.0,0.001,poly,True,,0.6048780487804878
True,False,True,0.01,1.0,poly,True,,0.6048780487804878
True,False,True,0.1,0.001,poly,True,,0.6048780487804878
True,False,True,0.1,0.01,poly,True,,0.6048780487804878
True,True,False,0.1,1.0,linear,False,english,0.6048780487804878
True,True,False,0.1,1.0,linear,True,english,0.6048780487804878
True,False,True,0.1,0.1,poly,True,,0.6048780487804878
False,False,True,0.001,1.0,rbf,True,,0.6048780487804878
True,True,False,0.001,0.1,sigmoid,False,english,0.6048780487804878
True,True,False,0.1,0.01,sigmoid,True,english,0.6048780487804878
True,False,True,0.1,1.0,poly,True,,0.6048780487804878
True,True,False,0.001,0.1,linear,True,english,0.6048780487804878
True,True,False,0.1,0.1,sigmoid,False,english,0.6048780487804878
True,True,False,0.001,0.1,sigmoid,True,english,0.6048780487804878
True,True,False,0.1,0.01,sigmoid,False,english,0.6048780487804878
True,True,False,0.001,0.1,rbf,False,english,0.6048780487804878
True,True,False,0.1,0.1,linear,False,english,0.6048780487804878
True,False,True,1.0,0.1,poly,True,,0.6048780487804878
True,True,False,0.1,0.1,rbf,True,english,0.6048780487804878
True,True,True,0.01,1.0,sigmoid,False,english,0.6048780487804878
True,True,False,0.001,0.1,linear,False,english,0.6048780487804878
True,True,False,0.001,0.1,rbf,True,english,0.6048780487804878
True,True,True,0.01,1.0,sigmoid,True,english,0.6048780487804878
True,True,False,0.1,0.1,rbf,False,english,0.6048780487804878
True,False,True,1.0,0.01,poly,True,,0.6048780487804878
True,True,False,0.1,0.001,rbf,True,english,0.6048780487804878
True,True,False,0.1,0.001,linear,False,english,0.6048780487804878
False,True,True,1.0,0.01,sigmoid,True,english,0.602439024390244
False,False,True,10.0,0.001,sigmoid,False,,0.602439024390244
False,False,True,10.0,0.001,rbf,False,,0.602439024390244
False,True,True,1.0,0.01,sigmoid,False,english,0.602439024390244
False,False,True,0.01,0.01,linear,False,,0.602439024390244
False,True,True,1.0,0.1,sigmoid,True,english,0.602439024390244
False,True,True,10.0,0.01,sigmoid,False,english,0.602439024390244
False,False,True,0.001,0.001,linear,False,,0.602439024390244
False,False,True,0.001,0.001,rbf,False,,0.602439024390244
False,False,True,0.001,0.001,sigmoid,False,,0.602439024390244
False,False,True,0.001,0.01,linear,False,,0.602439024390244
False,False,True,0.001,0.01,sigmoid,False,,0.602439024390244
False,False,True,0.001,0.1,linear,False,,0.602439024390244
False,False,True,0.001,1.0,linear,False,,0.602439024390244
False,False,True,0.01,0.001,linear,False,,0.602439024390244
False,False,True,0.01,0.001,rbf,False,,0.602439024390244
False,False,True,0.01,0.001,sigmoid,False,,0.602439024390244
False,False,True,0.01,0.01,sigmoid,False,,0.602439024390244
False,False,True,0.01,0.1,linear,False,,0.602439024390244
False,False,True,0.01,1.0,linear,False,,0.602439024390244
False,True,True,1.0,0.01,rbf,False,english,0.602439024390244
False,False,True,0.1,0.001,linear,False,,0.602439024390244
False,True,True,1.0,0.1,sigmoid,False,english,0.602439024390244
False,True,True,10.0,0.01,sigmoid,True,english,0.602439024390244
False,False,True,0.1,0.001,rbf,False,,0.602439024390244
False,False,True,0.1,0.001,sigmoid,False,,0.602439024390244
False,False,True,0.1,0.01,linear,False,,0.602439024390244
False,False,True,0.1,0.01,sigmoid,False,,0.602439024390244
False,False,True,0.1,0.1,linear,False,,0.602439024390244
False,False,True,0.1,1.0,linear,False,,0.602439024390244
False,False,True,1.0,0.001,rbf,False,,0.602439024390244
False,True,True,10.0,0.001,sigmoid,False,english,0.602439024390244
False,False,True,1.0,0.001,sigmoid,False,,0.602439024390244
False,False,True,1.0,0.01,sigmoid,False,,0.602439024390244
False,True,True,10.0,0.001,sigmoid,True,english,0.602439024390244
False,True,True,10.0,0.001,rbf,False,english,0.602439024390244
False,True,True,10.0,0.001,rbf,True,english,0.602439024390244
False,False,True,10.0,0.01,sigmoid,False,,0.602439024390244
True,True,True,0.001,0.001,linear,True,english,0.602439024390244
False,True,True,0.001,0.001,linear,True,english,0.602439024390244
False,True,True,0.01,0.001,sigmoid,False,english,0.602439024390244
True,True,True,0.1,0.1,sigmoid,False,english,0.602439024390244
False,True,True,0.01,0.01,rbf,True,english,0.602439024390244
True,True,True,0.1,1.0,linear,True,english,0.602439024390244
False,True,True,0.01,0.01,linear,False,english,0.602439024390244
True,True,True,0.1,1.0,linear,False,english,0.602439024390244
False,True,True,0.01,0.01,linear,True,english,0.602439024390244
True,True,True,1.0,0.001,rbf,True,english,0.602439024390244
True,True,True,0.1,0.1,sigmoid,True,english,0.602439024390244
False,True,True,0.01,0.001,sigmoid,True,english,0.602439024390244
True,True,True,1.0,0.001,rbf,False,english,0.602439024390244
False,True,True,0.01,0.001,rbf,False,english,0.602439024390244
True,True,True,1.0,0.001,sigmoid,False,english,0.602439024390244
True,True,True,1.0,0.01,rbf,True,english,0.602439024390244
False,True,True,0.01,0.001,rbf,True,english,0.602439024390244
False,True,True,0.01,0.01,rbf,False,english,0.602439024390244
False,True,True,0.01,0.01,sigmoid,True,english,0.602439024390244
True,True,True,1.0,0.01,sigmoid,True,english,0.602439024390244
False,True,True,0.01,0.1,sigmoid,True,english,0.602439024390244
False,True,True,0.01,1.0,linear,False,english,0.602439024390244
True,True,True,0.1,0.01,linear,True,english,0.602439024390244
False,True,True,0.01,1.0,linear,True,english,0.602439024390244
True,True,True,0.1,0.01,linear,False,english,0.602439024390244
False,True,True,0.01,0.1,sigmoid,False,english,0.602439024390244
True,True,True,0.1,0.01,rbf,True,english,0.602439024390244
True,True,True,0.1,0.01,rbf,False,english,0.602439024390244
False,True,True,0.01,0.01,sigmoid,False,english,0.602439024390244
True,True,True,0.1,0.01,sigmoid,True,english,0.602439024390244
True,True,True,0.1,0.01,sigmoid,False,english,0.602439024390244
True,True,True,0.1,0.1,linear,True,english,0.602439024390244
True,True,True,0.1,0.1,linear,False,english,0.602439024390244
False,True,True,0.01,0.1,linear,False,english,0.602439024390244
False,True,True,0.01,0.1,linear,True,english,0.602439024390244
True,True,True,1.0,0.01,rbf,False,english,0.602439024390244
True,True,True,1.0,0.01,sigmoid,False,english,0.602439024390244
True,True,True,0.1,0.001,sigmoid,True,english,0.602439024390244
False,True,True,0.001,0.01,rbf,True,english,0.602439024390244
True,True,False,0.1,1.0,sigmoid,False,english,0.602439024390244
False,True,True,0.001,0.1,linear,False,english,0.602439024390244
False,True,True,0.001,0.1,linear,True,english,0.602439024390244
False,True,True,0.001,0.01,sigmoid,False,english,0.602439024390244
False,True,True,0.001,0.01,sigmoid,True,english,0.602439024390244
False,True,True,0.001,0.01,rbf,False,english,0.602439024390244
False,True,True,0.001,0.01,linear,False,english,0.602439024390244
True,True,False,0.01,1.0,sigmoid,False,english,0.602439024390244
False,True,True,0.001,0.01,linear,True,english,0.602439024390244
False,True,True,0.001,0.001,sigmoid,False,english,0.602439024390244
False,True,True,0.001,0.001,sigmoid,True,english,0.602439024390244
False,True,True,0.001,0.001,rbf,False,english,0.602439024390244
False,True,True,0.001,0.001,rbf,True,english,0.602439024390244
False,True,True,0.001,0.001,linear,False,english,0.602439024390244
True,True,False,0.1,1.0,sigmoid,True,english,0.602439024390244
False,True,True,0.001,0.1,sigmoid,True,english,0.602439024390244
False,True,True,0.01,0.001,linear,False,english,0.602439024390244
True,True,True,10.0,0.001,sigmoid,False,english,0.602439024390244
True,True,True,1.0,0.1,sigmoid,True,english,0.602439024390244
False,True,True,0.01,0.001,linear,True,english,0.602439024390244
True,True,True,1.0,0.1,sigmoid,False,english,0.602439024390244
True,True,True,10.0,0.001,rbf,True,english,0.602439024390244
True,True,True,10.0,0.001,rbf,False,english,0.602439024390244
True,True,True,10.0,0.001,sigmoid,True,english,0.602439024390244
True,True,True,10.0,0.01,sigmoid,True,english,0.602439024390244
True,True,False,0.01,1.0,sigmoid,True,english,0.602439024390244
True,True,True,10.0,0.01,sigmoid,False,english,0.602439024390244
False,True,True,0.001,1.0,linear,False,english,0.602439024390244
True,True,False,0.001,1.0,sigmoid,True,english,0.602439024390244
True,True,False,0.001,1.0,sigmoid,False,english,0.602439024390244
False,True,True,0.001,1.0,linear,True,english,0.602439024390244
False,True,True,0.001,0.1,sigmoid,False,english,0.602439024390244
True,True,True,0.1,0.001,sigmoid,False,english,0.602439024390244
True,True,True,1.0,0.001,sigmoid,True,english,0.602439024390244
True,True,True,0.1,0.001,rbf,False,english,0.602439024390244
True,True,True,0.001,1.0,linear,False,english,0.602439024390244
False,True,True,0.1,1.0,linear,True,english,0.602439024390244
True,True,True,0.001,0.1,sigmoid,True,english,0.602439024390244
False,True,True,0.1,0.1,sigmoid,False,english,0.602439024390244
True,True,True,0.001,0.1,sigmoid,False,english,0.602439024390244
False,True,True,0.1,0.1,sigmoid,True,english,0.602439024390244
True,True,True,0.001,1.0,linear,True,english,0.602439024390244
True,True,True,0.01,0.001,linear,True,english,0.602439024390244
False,True,True,0.1,1.0,linear,False,english,0.602439024390244
True,True,True,0.01,0.001,linear,False,english,0.602439024390244
False,True,True,0.1,0.1,linear,False,english,0.602439024390244
True,True,True,0.01,0.001,rbf,True,english,0.602439024390244
True,True,True,0.001,0.01,linear,True,english,0.602439024390244
True,True,True,0.01,0.001,rbf,False,english,0.602439024390244
False,True,True,0.1,0.01,sigmoid,False,english,0.602439024390244
False,True,True,1.0,0.01,rbf,True,english,0.602439024390244
True,True,True,0.001,0.1,linear,False,english,0.602439024390244
False,True,True,0.1,0.01,sigmoid,True,english,0.602439024390244
True,True,True,0.001,0.01,rbf,False,english,0.602439024390244
False,True,True,1.0,0.001,rbf,True,english,0.602439024390244
True,True,True,0.001,0.001,sigmoid,False,english,0.602439024390244
True,True,True,0.001,0.01,linear,False,english,0.602439024390244
True,True,True,0.001,0.001,sigmoid,True,english,0.602439024390244
True,True,True,0.001,0.01,rbf,True,english,0.602439024390244
True,True,True,0.001,0.001,rbf,False,english,0.602439024390244
True,True,True,0.1,0.001,rbf,True,english,0.602439024390244
True,True,True,0.001,0.1,linear,True,english,0.602439024390244
True,True,True,0.001,0.01,sigmoid,True,english,0.602439024390244
False,True,True,1.0,0.001,sigmoid,True,english,0.602439024390244
True,True,True,0.001,0.001,rbf,True,english,0.602439024390244
False,True,True,1.0,0.001,sigmoid,False,english,0.602439024390244
True,True,True,0.001,0.001,linear,False,english,0.602439024390244
True,True,True,0.001,0.01,sigmoid,False,english,0.602439024390244
True,True,True,0.01,0.001,sigmoid,True,english,0.602439024390244
False,True,True,0.1,0.1,linear,True,english,0.602439024390244
False,True,True,1.0,0.001,rbf,False,english,0.602439024390244
False,True,True,0.1,0.001,rbf,False,english,0.602439024390244
False,True,True,0.1,0.001,rbf,True,english,0.602439024390244
True,True,True,0.01,0.1,sigmoid,False,english,0.602439024390244
True,True,True,0.01,0.1,linear,False,english,0.602439024390244
False,True,True,0.1,0.001,linear,False,english,0.602439024390244
True,True,True,0.01,0.001,sigmoid,False,english,0.602439024390244
False,True,True,0.1,0.001,sigmoid,True,english,0.602439024390244
True,True,True,0.01,1.0,linear,True,english,0.602439024390244
True,True,True,0.01,0.1,linear,True,english,0.602439024390244
True,True,True,0.01,1.0,linear,False,english,0.602439024390244
False,True,True,0.1,0.001,sigmoid,False,english,0.602439024390244
False,True,True,0.1,0.001,linear,True,english,0.602439024390244
True,True,True,0.01,0.01,sigmoid,False,english,0.602439024390244
False,True,True,0.1,0.01,linear,True,english,0.602439024390244
True,True,True,0.01,0.01,sigmoid,True,english,0.602439024390244
True,True,True,0.01,0.01,rbf,False,english,0.602439024390244
True,True,True,0.1,0.001,linear,True,english,0.602439024390244
True,True,True,0.01,0.01,rbf,True,english,0.602439024390244
False,True,True,0.1,0.01,linear,False,english,0.602439024390244
True,True,True,0.1,0.001,linear,False,english,0.602439024390244
True,True,True,0.01,0.01,linear,False,english,0.602439024390244
False,True,True,0.1,0.01,rbf,True,english,0.602439024390244
True,True,True,0.01,0.01,linear,True,english,0.602439024390244
False,True,True,0.1,0.01,rbf,False,english,0.602439024390244
True,True,True,0.01,0.1,sigmoid,True,english,0.602439024390244
True,False,False,10.0,0.001,poly,True,,0.6024390243902439
True,False,False,1.0,0.001,poly,True,,0.6024390243902439
False,False,True,0.1,0.1,rbf,False,,0.6024390243902439
True,False,False,0.01,0.01,poly,True,,0.6024390243902439
True,False,False,0.1,1.0,poly,True,,0.6024390243902439
False,False,True,0.01,0.1,rbf,False,,0.6024390243902439
True,False,False,0.1,0.1,poly,True,,0.6024390243902439
True,False,False,0.1,0.01,poly,True,,0.6024390243902439
True,False,False,0.1,0.001,poly,True,,0.6024390243902439
True,False,False,0.01,1.0,poly,True,,0.6024390243902439
False,False,True,0.001,0.1,rbf,False,,0.6024390243902439
True,False,False,10.0,0.01,poly,True,,0.6024390243902439
True,False,False,0.001,0.01,poly,True,,0.6024390243902439
True,False,False,0.001,0.1,poly,True,,0.6024390243902439
True,False,False,0.001,1.0,poly,True,,0.6024390243902439
True,False,False,0.01,0.001,poly,True,,0.6024390243902439
True,False,False,0.01,0.1,poly,True,,0.6024390243902439
True,False,False,10.0,0.1,poly,True,,0.6024390243902439
True,False,False,1.0,0.01,poly,True,,0.6024390243902439
False,False,True,1.0,0.1,rbf,False,,0.6024390243902439
True,False,False,1.0,0.1,poly,True,,0.6024390243902439
False,False,True,1.0,0.01,poly,True,,0.6
False,False,True,0.001,0.001,poly,True,,0.6
False,False,True,0.01,0.001,poly,True,,0.6
False,False,True,0.001,1.0,poly,False,,0.6
False,False,True,0.001,1.0,poly,True,,0.6
False,False,True,0.001,0.1,sigmoid,False,,0.6
False,False,True,0.001,0.1,poly,False,,0.6
True,True,True,0.001,0.1,rbf,True,english,0.6
False,False,True,0.001,0.1,poly,True,,0.6
True,True,True,0.001,0.1,rbf,False,english,0.6
False,False,True,0.001,0.01,poly,False,,0.6
False,False,True,0.001,0.01,poly,True,,0.6
False,False,True,0.001,0.01,rbf,False,,0.6
False,False,True,0.001,0.001,poly,False,,0.6
False,False,False,10.0,0.01,rbf,True,,0.6
False,False,False,0.001,0.01,rbf,True,,0.6
False,False,True,0.01,0.01,rbf,False,,0.6
False,False,False,0.01,0.001,rbf,True,,0.6
False,False,False,0.01,0.01,rbf,True,,0.6
False,False,False,10.0,0.001,rbf,True,,0.6
False,False,False,0.1,0.001,rbf,True,,0.6
True,True,True,0.1,0.1,rbf,False,english,0.6
False,False,False,0.1,0.01,rbf,True,,0.6
True,True,True,0.01,0.1,rbf,True,english,0.6
True,True,True,0.1,0.1,rbf,True,english,0.6
True,True,True,0.01,0.1,rbf,False,english,0.6
False,False,False,1.0,0.01,rbf,True,,0.6
False,False,False,1.0,0.001,rbf,True,,0.6
False,False,True,0.01,0.001,poly,False,,0.6
False,False,True,0.01,0.01,poly,True,,0.6
False,False,True,1.0,0.01,poly,False,,0.6
False,False,True,0.01,0.01,poly,False,,0.6
False,False,True,1.0,0.01,rbf,False,,0.6
False,False,True,1.0,0.001,poly,False,,0.6
False,False,True,1.0,0.001,poly,True,,0.6
False,False,True,0.1,1.0,poly,False,,0.6
False,False,True,0.1,1.0,poly,True,,0.6
False,False,True,0.1,0.1,sigmoid,False,,0.6
False,False,True,1.0,0.1,poly,True,,0.6
False,False,True,0.1,0.1,poly,False,,0.6
False,False,True,1.0,0.1,poly,False,,0.6
False,False,True,0.1,0.1,poly,True,,0.6
False,False,True,1.0,0.1,sigmoid,False,,0.6
False,False,True,10.0,0.001,poly,False,,0.6
False,False,True,0.1,0.01,poly,False,,0.6
False,False,True,0.1,0.01,poly,True,,0.6
False,False,True,10.0,0.01,rbf,False,,0.6
False,False,True,0.1,0.01,rbf,False,,0.6
False,False,True,0.1,0.001,poly,False,,0.6
False,False,True,0.1,0.001,poly,True,,0.6
False,False,True,10.0,0.01,poly,True,,0.6
False,False,True,0.01,1.0,poly,False,,0.6
False,False,True,0.01,1.0,poly,True,,0.6
False,False,True,0.01,0.1,sigmoid,False,,0.6
False,False,True,10.0,0.01,poly,False,,0.6
False,False,True,0.01,0.1,poly,True,,0.6
False,False,True,10.0,0.1,poly,True,,0.6
False,False,True,10.0,0.1,poly,False,,0.6
False,False,False,0.001,0.001,rbf,True,,0.6
False,False,True,10.0,0.001,poly,True,,0.6
False,False,True,0.01,0.1,poly,False,,0.6
False,True,True,0.1,0.1,rbf,False,english,0.6
False,True,True,0.1,0.1,rbf,True,english,0.6
False,True,True,0.001,0.1,rbf,True,english,0.6
False,True,True,0.01,0.1,rbf,False,english,0.6
False,True,True,0.001,0.1,rbf,False,english,0.6
False,True,True,0.01,0.1,rbf,True,english,0.6
False,False,False,1.0,0.1,sigmoid,True,,0.5975609756097562
False,False,False,0.001,0.01,sigmoid,True,,0.5975609756097562
False,False,False,0.1,0.01,sigmoid,True,,0.5975609756097562
False,False,False,1.0,0.01,sigmoid,True,,0.5975609756097562
False,False,False,0.001,0.1,linear,True,,0.5975609756097562
False,False,False,0.01,0.01,sigmoid,True,,0.5975609756097562
False,False,False,0.01,1.0,linear,True,,0.5975609756097562
False,False,False,0.001,0.01,linear,True,,0.5975609756097562
False,False,False,0.01,0.1,linear,True,,0.5975609756097562
False,False,False,0.001,1.0,linear,True,,0.5975609756097562
False,False,False,0.01,0.001,linear,True,,0.5975609756097562
False,False,False,10.0,0.001,sigmoid,True,,0.5975609756097562
False,False,False,0.1,1.0,sigmoid,True,,0.5975609756097562
False,False,False,0.001,0.001,sigmoid,True,,0.5975609756097562
False,False,False,0.01,0.1,sigmoid,True,,0.5975609756097562
False,False,False,0.1,0.1,linear,True,,0.5975609756097562
False,False,False,0.01,0.001,sigmoid,True,,0.5975609756097562
False,False,False,0.1,0.001,linear,True,,0.5975609756097562
False,False,False,0.001,0.1,sigmoid,True,,0.5975609756097562
False,False,False,0.1,1.0,linear,True,,0.5975609756097562
False,False,False,0.01,0.01,linear,True,,0.5975609756097562
False,False,False,0.01,1.0,sigmoid,True,,0.5975609756097562
False,False,False,0.1,0.1,sigmoid,True,,0.5975609756097562
False,False,False,10.0,0.01,sigmoid,True,,0.5975609756097562
False,False,False,0.1,0.01,linear,True,,0.5975609756097562
False,False,False,0.001,0.001,linear,True,,0.5975609756097562
False,False,False,1.0,0.001,sigmoid,True,,0.5975609756097562
False,False,False,0.001,1.0,sigmoid,True,,0.5975609756097562
False,False,False,0.1,0.001,sigmoid,True,,0.5975609756097562
False,False,True,0.01,0.1,linear,True,,0.5975609756097561
False,False,True,0.01,1.0,linear,True,,0.5975609756097561
True,False,False,0.1,1.0,rbf,True,,0.5975609756097561
False,False,True,1.0,0.001,rbf,True,,0.5975609756097561
False,False,True,1.0,0.001,sigmoid,True,,0.5975609756097561
False,False,True,0.1,0.001,rbf,True,,0.5975609756097561
False,False,True,0.1,0.001,linear,True,,0.5975609756097561
False,False,True,0.1,0.01,linear,True,,0.5975609756097561
False,False,True,1.0,0.01,rbf,True,,0.5975609756097561
False,False,True,0.1,0.01,rbf,True,,0.5975609756097561
True,False,False,0.001,1.0,rbf,True,,0.5975609756097561
False,False,True,1.0,0.01,sigmoid,True,,0.5975609756097561
False,False,True,0.01,0.1,sigmoid,True,,0.5975609756097561
False,False,True,0.001,0.01,rbf,True,,0.5975609756097561
False,False,True,1.0,0.1,sigmoid,True,,0.5975609756097561
False,False,True,0.001,0.1,sigmoid,True,,0.5975609756097561
False,False,True,0.01,0.01,sigmoid,True,,0.5975609756097561
False,False,True,0.01,0.01,rbf,True,,0.5975609756097561
False,False,True,0.1,0.1,sigmoid,True,,0.5975609756097561
False,False,True,0.001,0.01,linear,True,,0.5975609756097561
False,False,True,0.001,0.001,sigmoid,True,,0.5975609756097561
False,False,True,0.001,0.01,sigmoid,True,,0.5975609756097561
False,False,True,10.0,0.01,sigmoid,True,,0.5975609756097561
False,False,True,0.001,0.1,linear,True,,0.5975609756097561
False,False,True,0.001,0.001,rbf,True,,0.5975609756097561
False,False,True,0.1,1.0,linear,True,,0.5975609756097561
False,False,True,10.0,0.01,rbf,True,,0.5975609756097561
False,False,True,0.001,0.001,linear,True,,0.5975609756097561
False,False,True,0.1,0.001,sigmoid,True,,0.5975609756097561
False,False,True,0.001,1.0,linear,True,,0.5975609756097561
True,False,False,0.01,1.0,rbf,True,,0.5975609756097561
False,False,True,10.0,0.001,sigmoid,True,,0.5975609756097561
False,False,True,0.1,0.1,linear,True,,0.5975609756097561
False,False,True,0.1,0.01,sigmoid,True,,0.5975609756097561
False,False,True,10.0,0.001,rbf,True,,0.5975609756097561
False,False,True,0.01,0.001,linear,True,,0.5975609756097561
